,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,Class,CoinName
42,Scrypt,PoW/PoS,41.99995383,42.0,-0.3336991329084692,0.8947367846843723,-0.4793583126856918,0,42 Coin
404,Scrypt,PoW/PoS,1055184902.04,532000000.0,-0.31703844181693647,0.8949633879267552,-0.47999941669794594,0,404Coin
1337,X13,PoW/PoS,29279424622.5027,314159265359.0,2.315112667726061,1.5573386976905013,-0.6013256091474625,0,EliteCoin
BTC,SHA-256,PoW,17927175.0,21000000.0,-0.14132074681682327,-1.29587615682125,0.13608232808863815,2,Bitcoin
ETH,Ethash,PoW,107684222.6865,0.0,-0.1524963740488001,-1.9935121624537167,0.3950495431586548,2,Ethereum
LTC,Scrypt,PoW,63039243.3000049,84000000.0,-0.16740287939180118,-1.1584148581955414,0.016408855181087194,2,Litecoin
DASH,X11,PoW/PoS,9031294.37563393,22000000.0,-0.392309751830019,1.1353323201472494,-0.37307378904716615,0,Dash
XMR,CryptoNight-V7,PoW,17201143.1449131,0.0,-0.15213213986323657,-2.1030453014304755,0.3380517091593032,2,Monero
ETC,Ethash,PoW,113359703.0,210000000.0,-0.15093868593101803,-1.9936058618805486,0.39501777464767057,2,Ethereum Classic
ZEC,Equihash,PoW,7383056.25,21000000.0,-0.1548841718989578,-1.856362015794921,0.3564277319810068,2,ZCash
BTS,SHA-512,PoS,2741570000.0,3600570502.0,-0.26732666507364167,1.462805635598525,-0.19571787498224316,0,Bitshares
DGB,Multiple,PoW,11406219141.0,21000000000.0,0.16230408994257883,-1.7231250487768204,0.3056771571902012,2,DigiByte
BTCD,SHA-256,PoW/PoS,1288862.0,22000000.0,-0.3064477352636077,0.7572572208301982,-0.3597214546054414,0,BitcoinDark
XPY,SHA-256,PoS,11995334.8847328,12500000.0,-0.2649335988419833,0.6861734274488733,-0.15156231192894443,0,PayCoin
PRC,Scrypt,PoW,5768310.0,21000000.0,-0.16854901072458317,-1.158411519822112,0.016448317225624468,2,ProsperCoin
KOBO,X15,PoW/PoS,25542535.5881841,350000000.0,-0.23663865110510032,1.8744951380344372,-0.5867696556837916,0,KoboCoin
SPR,X11,PoW,11149733.9976203,20000000.0,-0.2273672262661522,-0.9178070719959844,0.1227379514018136,2,Spreadcoin
ARG,Scrypt,PoW,12205795.4449549,64000000.0,-0.16816561144657138,-1.158428354222641,0.016438970705281605,2,Argentum
AUR,Scrypt,PoW/PoS,18135099.992959,16768584.0,-0.3333587486281318,0.8947371850611512,-0.4793703736297832,0,Aurora Coin
BLU,Scrypt,PoW/PoS,635423900.0,0.0,-0.32593676475092914,0.8950200464971211,-0.4797005795360115,0,BlueCoin
XMY,Multiple,PoW,1688254250.0,2000000000.0,-0.09107183420048152,-1.7187506866837006,0.31350937738382073,2,MyriadCoin
MOON,Scrypt,PoW,88.0,384000000000.0,2.552797269410362,-1.3343669188740723,-0.03604664371350769,2,MoonCoin
ZET,SHA-256,PoW,170204389.754849,169795588.0,-0.13840594563394124,-1.2958764575021786,0.1359799614639498,2,ZetaCoin
SXC,Scrypt,PoW,128940951.183046,250000000.0,-0.16542131083328165,-1.1584615473691877,0.016350661943787547,2,SexCoin
QTL,Scrypt,PoW,7357794.7925,100000000.0,-0.16796968808286697,-1.158447011863543,0.016436660085709723,2,Quatloo
ENRG,Scrypt,PoW/PoS,123062801.128773,0.0,-0.33219579261316834,0.8947916441134853,-0.4794245996207656,0,EnergyCoin
QRK,Quark,PoW,259557164.91477,247000000.0,-0.22380514292430476,-0.37944766197222435,0.037614804654474046,2,QuarkCoin
RIC,Groestl,PoW,49548585.1412917,84000000.0,-0.20304762588666866,-1.1958698338880778,0.15442485169894,2,Riecoin
DGC,Scrypt,PoW,33442988.3440364,48166000.0,-0.16801839893094261,-1.1584116313200208,0.016429696275278835,2,Digitalcoin 
BTB,Scrypt,PoW/PoS,42579.476901,500000.0,-0.333695069861087,0.8947365745483731,-0.4793584039530838,0,BitBar
CAT,Scrypt,PoW,7219956.64626131,21000000.0,-0.1685312773392323,-1.158410872701254,0.01644753530576514,2,Catcoin
CBX,Scrypt,PoW/PoS,1039116.65144562,1000000.0,-0.3336793524097805,0.8947367896709331,-0.4793590090918357,0,CryptoBullion
CCN,Scrypt,PoW,4703879.51824446,13140000.0,-0.16861772090409632,-1.1584083925967863,0.016449965202656614,2,CannaCoin
CRYPT,X11,PoW,4996986.20575291,18000000.0,-0.22745656335026393,-0.9178088983214514,0.12274153898108565,2,CryptCoin
CSC,Scrypt,PoC,39999997299.8568,40000000000.0,0.6487996232076849,0.40682876858200123,-0.3831868274999639,0,CasinoCoin
DMD,Groestl,PoW/PoS,3304487.74735637,4380000.0,-0.36910766704532905,0.8572872889280974,-0.3413519615725103,0,Diamond
XVG,Multiple,PoW,15929530669.1206,16555000000.0,0.18605754236243963,-1.719071771826339,0.30384843108388493,2,Verge
DVC,SHA-256,PoW,18773857500.0,21000000000.0,0.23648938350615573,-1.297128386619403,0.12311129637866183,2,DevCoin
EAC,Scrypt,PoW,12539015186.822,13500000000.0,0.08008894112646274,-1.1590009557678584,0.00785450174182416,2,EarthCoin
EFL,Scrypt,PoW,20910478.8062499,21000000.0,-0.16836403326110708,-1.158404769685429,0.016440160996603666,2,E-Gulden
EMC2,Scrypt,PoW,218871896.499999,299792458.0,-0.16396981049067916,-1.1584442742663414,0.016295413550842058,2,Einsteinium
EMD,Scrypt,PoW,19496786.31025,32000000.0,-0.1683033414827017,-1.1584104404779674,0.01643941853955997,2,Emerald
EXCL,PoS,PoS,5679705.0,0.0,-0.3616061345376389,1.743540095080362,-0.16341109811113144,0,Exclusive Coin
FLT,Scrypt,PoS/PoW/PoT,461829905.32893,0.0,-0.2828782615942765,-0.032387940401700004,-0.29521283223724604,0,FlutterCoin
FRK,Scrypt,PoW,1142732.14912776,11235813.0,-0.1686747198065669,-1.1584091075331553,0.016452143733843613,2,Franko
FTC,NeoScrypt,PoW,208669093.00773,336000000.0,-0.17950823360675772,-1.6419349034957211,0.27327964874453414,2,FeatherCoin
GDC,Scrypt,PoW,884125802.0,1420609614.0,-0.14789934560833717,-1.1586613129789682,0.015783839475523344,2,GrandCoin
GLC,Scrypt,PoW,65672720.4708748,70000000.0,-0.1674699324529649,-1.158407268935857,0.016409350772771916,2,GlobalCoin
GLD,Scrypt,PoW,41658647.9999715,72245700.0,-0.167747373321474,-1.1584190030848764,0.016421978759201136,2,GoldCoin
HBN,Scrypt,PoW/PoS,89266933.684704,120000000.0,-0.3317581553137328,0.8947215901904613,-0.4794228022438867,0,HoboNickels
HYP,X11,PoS,1678520090.7713,0.0,-0.3306204432769114,1.0649937133410368,-0.16580642947693155,0,HyperStake
IFC,Scrypt,PoW,90595753018.6314,90600000000.0,1.5800731494033067,-1.159534471199447,-0.04473144771228373,2,Infinite Coin
IOC,X11,PoW/PoS,17650913.9743456,22000000.0,-0.39220445414182786,1.135336162635814,-0.3730784319482215,0,IOCoin
IXC,SHA-256,PoW,21089348.999,21000000.0,-0.1412821175469423,-1.295874747174657,0.13608062480453859,2,IXcoin
KGC,Scrypt,PoW,151447649.8,265420800.0,-0.16503707438114187,-1.1584585806016414,0.016336430509307977,2,KrugerCoin
LKY,Scrypt,PoW,19326319.14375,20000000.0,-0.16839047284221306,-1.158405017642922,0.016441151014918016,2,LuckyCoin
LTB,Scrypt,PoW,1104344.22938102,1350000.0,-0.16874525356877834,-1.1584045946149335,0.016453516011414957,2,Litebar 
MAX,SHA3,PoW/PoS,61445805.0,100000000.0,-0.3960947910678724,1.8433910063732704,-0.15579917238435503,0,MaxCoin
MEC,Scrypt,PoW,38151999.9930997,42000000.0,-0.16800457439014108,-1.1584067066375467,0.01642800282020896,2,MegaCoin
MED,HybridScryptHash256,PoW,40431856.9,200000000.0,-0.1351758385280583,-2.115931859479799,0.31993959620566076,2,MediterraneanCoin
MINT,Scrypt,PoS,21293925445.4969,0.0,-0.032120838800332105,0.833136356699263,-0.28266453388546103,0,MintCoin
MINC,Scrypt,PoW,5804204.88794916,10000000.0,-0.16862653374493153,-1.1584064632297117,0.016449801824231964,2,MinCoin
MZC,SHA-256,PoW/PoS,1613836099.99999,2419200000.0,-0.2697588404041973,0.7568775863424512,-0.36091779055382833,0,MazaCoin
NAUT,Scrypt,PoS,16180000.0,16180000.0,-0.29193612772850314,0.8236436638255358,-0.2712056292602962,0,Nautilus Coin
NAV,X13,PoW/PoS,66087096.2077108,0.0,-0.268334504538296,1.688274802305729,-0.5426378078552887,0,NavCoin
NOBL,Scrypt,PoW,2366066305.76482,15000000000.0,-0.033553176846319935,-1.164223247004798,0.013129011541549402,2,NobleCoin
NMC,SHA-256,PoW,14736400.0,21000000.0,-0.1413597254779107,-1.2958775792177175,0.1360840467784749,2,Namecoin
NYAN,Scrypt,PoW,334709223.483138,337000000.0,-0.16229103100595,-1.1584096856569857,0.016227931481614777,2,NyanCoin
OPAL,X13,PoW/PoS,15156364.3306548,0.0,-0.26895667681204,1.6882520981999987,-0.5426103743536084,0,OpalCoin
ORB,NeoScrypt,PoW/PoS,3220616.279225,3770000.0,-0.349303473864233,0.41126700343622036,-0.2223768730003443,0,Orbitcoin
POT,Scrypt,PoW/PoS,222677226.014206,420000000.0,-0.32800218564691674,0.8946435917005933,-0.4795356791736494,0,PotCoin
PXC,Scrypt,PoW/PoS,73959274.625,98000000.0,-0.3321010774421731,0.8947248474629358,-0.4794115490083333,0,PhoenixCoin
RDD,Scrypt,PoW/PoS,29315567169.0888,0.0,0.024421246834492823,0.9078051956821632,-0.49514894891082173,0,Reddcoin
RPC,Scrypt,PoW,1104157.42169891,21000000.0,-0.16860598823713369,-1.1584135990267375,0.01645082954054487,2,RonPaulCoin
SBC,Scrypt,PoW,24215181.725,250000000.0,-0.1667006458772114,-1.158508232442322,0.016407071786460566,2,StableCoin
SMC,Scrypt,PoW,25593737.1355044,51200000.0,-0.16809278255872256,-1.1584165206773294,0.01643350941039096,2,SmartCoin
SUPER,X11,PoS,50707661.7493518,0.0,-0.3505058783151963,1.064268060593941,-0.16492961908444162,0,SuperCoin
SYNC,X11,PoW/PoS,1177.0,1000.0,-0.3925759801194718,1.1353383753891761,-0.37306591730462,0,SyncCoin
SYS,SHA-256,PoW,563336541.299966,888000000.0,-0.12851321494035195,-1.2960303122690762,0.13567000966628517,2,SysCoin
TES,Multiple,PoS,80260463.7331396,100000000.0,-0.24766138883259625,0.2634514765327193,0.026986285572960986,0,TeslaCoin
TGC,SHA-256,PoW,43536800.0,47011968.0,-0.14082354091265914,-1.2958766600684288,0.13606497724624375,2,TigerCoin
TIT,PHI1612,PoS,1622326490.46336,2300000000.0,-0.3260655519760617,1.7255576282910843,-0.2968684263592281,0,TittieCoin
TOR,X11,PoW/PoS,1431851.00002479,10000000.0,-0.3924876359207258,1.135334431263515,-0.3730680550029367,0,TorCoin
TRC,SHA-256,PoW,22935396.0,42000000.0,-0.14111073053017054,-1.2958835471829466,0.13607675929843105,2,TerraCoin
UNB,SHA-256,PoW,2278150.0,80000000.0,-0.1410937588483686,-1.2959101688036823,0.13608269078185367,2,UnbreakableCoin
UNO,SHA-256,PoW,200911.79151896,250000.0,-0.1416843554670823,-1.295874550518262,0.13609471318781466,2,Unobtanium
URO,X11,PoW,1207310.0,0.0,-0.2276304316039193,-0.917802339458623,0.1227460412466151,2,UroCoin
USDE,Scrypt,PoW/PoS,1098952592.6,1600000000.0,-0.30893441932980475,0.8944935032974503,-0.48016901011169044,0,UnitaryStatus Dollar
UTC,Scrypt,PoW/PoS,50235211.141939,100000000.0,-0.332376716923645,0.8947133551837594,-0.47939904364092856,0,UltraCoin
VIA,Scrypt,PoW,23150892.1679687,23000000.0,-0.16832248944283587,-1.1584046874160805,0.01643868077038159,2,ViaCoin
VRC,Scrypt,PoST,32021108.4136696,0.0,-0.30475562146704627,0.3017134631909898,-0.3785040169183213,0,VeriCoin
VTC,Lyra2REv2,PoW,51173723.8166347,84000000.0,-0.1774970794241012,-1.158162771016274,0.15071093231308835,2,Vertcoin
WDC,Scrypt,PoW,119606941.0,265420800.0,-0.1654260420134849,-1.1584727746803933,0.016353581296390262,2,WorldCoin
XC,X11,PoW/PoS,6950831.0970606,5500000.0,-0.3924521091406807,1.1353389535965448,-0.3730704125196628,0,X11 Coin
XCR,Multiple,PoS,100000000.0,0.0,-0.24812899074340658,0.263506099657139,0.026989325121938617,0,Crypti
XJO,SHA-256,PoW,39195739.362088,45000000.0,-0.14089083116136344,-1.295877673288574,0.1360675906084988,2,JouleCoin
XST,X13,PoW/PoS,33093725.4123502,0.0,-0.26873755314509346,1.6882600943886952,-0.5426200361944505,0,StealthCoin
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000.0,-0.3248038674777324,0.894344520817683,-0.47957474781523196,0,ZCC Coin
BCN,CryptoNight,PoW,184066828814.0,184467440735.0,3.857544231876022,-2.2315154386881035,0.2495338064277169,2,ByteCoin
XDN,CryptoNight,PoW,6906587610.38292,10000000000.0,0.4568238441833138,-2.2305434574781473,0.3688133950409365,2,DigitalNote 
BURST,Shabal256,PoC,1813033920.0,2158812800.0,-0.034110313445693506,0.9283347776506898,-0.43589722847028967,0,BurstCoin
SJCX,Counterparty,PoS,51173144.0,500000000.0,-0.3394225161829906,1.6753748579174634,-0.21850477318425282,0,StorjCoin
MONA,Scrypt,PoW,68194674.8711679,105120000.0,-0.1671902142844765,-1.1584222379213818,0.0164031906903355,2,MonaCoin
NTRN,SHA-256,PoW/PoS,39121694.0,68000000.0,-0.30565954668879025,0.7572530072664097,-0.3597481221850275,0,Neutron
FAIR,Groestl,PoW/PoS,53193831.0,0.0,-0.3685292592825846,0.8573115358711363,-0.3413782352982631,0,FairCoin
NLG,Scrypt,PoW,415032420.0,1680000000.0,-0.15179140684660566,-1.1589892892022076,0.016001049357716728,2,Gulden
RBY,Scrypt,PoS,27184490.3918338,0.0,-0.29191637064355874,0.8236559837025317,-0.27120934460727636,0,RubyCoin
PTC,Scrypt,PoW,137517654.41397,166386000.0,-0.165909144143868,-1.1584194091049043,0.01635747396539681,2,PesetaCoin
KORE,X13,PoW/PoS,2022464.886973,12000000.0,-0.2690320722358579,1.6882407444910965,-0.5426049405199361,0,Kore
WBB,Scrypt,PoW,181919.2435974,2628000.0,-0.16874746424638623,-1.158405591442271,0.016453838139841376,2,Wild Beast Coin
NOTE,Scrypt,PoS,174646113.934655,500000000.0,-0.28657126716459813,0.8234926019616973,-0.27135713443272375,0,Dnotes
FLO,Scrypt,PoW,152270664.860648,160000000.0,-0.16577418086025542,-1.1584099061565811,0.01635040045550592,2,Flo
8BIT,Scrypt,PoW/PoS,1467841.0,0.0,-0.3336812025028548,0.89473743902494,-0.47935910330017345,0,8BIT Coin
STV,X13,PoW/PoS,7096834.0,10000000.0,-0.268984258319093,1.6882439230347892,-0.5426074003528871,0,Sativa Coin
ABY,Scrypt,PoW,792537250.0,1000000000.0,-0.15199922870942884,-1.158509403413497,0.01589067929224519,2,ArtByte
FLDC,Stanford Folding,PoW,719416990.0,1000000000.0,-0.12543020210967018,-2.224043077495085,0.32884221423396043,2,Folding Coin
U,X11,PoS,2689812.0,20000000.0,-0.3509507184732418,1.0642374902935072,-0.16490648901135402,0,Ucoin
UIS,Multiple,PoW,65113302.0,0.0,-0.12507502293404518,-1.7185577858623022,0.3146571139051124,2,Unitus
CYP,QuBit,PoW,6365285.0,0.0,-0.18841991385651433,-1.4253131084781232,0.1243400460912423,2,CypherPunkCoin
OMC,Scrypt,PoW,10140044.4430293,3371337.0,-0.1686205469749467,-1.158401492892756,0.01644837263167949,2,OmniCron
VTR,Scrypt,PoW/PoS,11604722.0,20000000.0,-0.33341562166898037,0.8947327931733993,-0.47936729788795224,0,Vtorrent
GRE,Scrypt,PoW,4610340640.89,10000000000.0,-0.041574065301646444,-1.1609316076566834,0.012603754000757151,2,GreenCoin
XCN,M7 POW,PoW,708506520.0,1840000000.0,-0.12417155106286182,-2.027729678429107,0.35391451589377976,2,Cryptonite
MSC,Scrypt,PoW,619478.0,619478.0,-0.16875635422718616,-1.158404476009395,0.016453877059242082,2,MasterCoin
SOON,SHA-256,PoW,12462620.0,21000000.0,-0.14138750208390985,-1.2958785928324768,0.13608527153502467,2,SoonCoin
1CR,Scrypt,PoW,88213.0,92000000000.0,0.48327451901189133,-1.2005620994324042,0.003875897924959291,2,1Credit
ISL,X11,PoW/PoS,1513704.0,0.0,-0.3925575101041977,1.1353390501077583,-0.3730667318805575,0,IslaCoin
NXS,SHA3,PoW/nPoS,63657220.0,78000000.0,-0.3757788616741492,2.004394240509381,0.5224861000945916,0,Nexus
MARS,X11,PoW,32221574.820996,33000000.0,-0.22701767530894484,-0.9178036355684797,0.12272482381865907,2,MarsCoin 
CTO,Lyra2RE,PoW,13742738.0,65789100.0,-0.1514862679371726,-2.1197828101622025,0.337083072020184,2,Crypto
ACP,SHA-256,PoW,14747200.0002,53760000.0,-0.14112740998099052,-1.2958925861998183,0.13607956197475937,2,Anarchists Prime
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000.0,-0.41155072004181503,1.8892773634156668,-0.5221854120410769,0,Droidz
BSC,X11,PoW,15863837.5,21000000.0,-0.22730255114034098,-0.9178054287595847,0.12273527545996296,2,BowsCoin
SQL,X11,PoS/PoW,329200.01639,0.0,-0.36823011509944853,0.8367503424304292,-0.30372931311640294,0,Squall Coin
SONG,Scrypt,PoW,32565300.0,210240000.0,-0.1668804358663326,-1.1584862906477322,0.016408010085246373,2,Song Coin
ZNY,Scrypt,PoW,75614500.0,250000000.0,-0.16607274932946006,-1.1584853194482696,0.01637938588381787,2,BitZeny
DIGS,Scrypt,PoS,100000000.0,100000000.0,-0.2903181118343248,0.8236426201373209,-0.27126223831921176,0,Diggits
EXP,Ethash,PoW,10495278.0,16906397.0,-0.15356381630494864,-1.9935632348430132,0.39509958187772726,2,Expanse
CON,X13,PoW/PoS,23042604.0,50000000.0,-0.26850596761007867,1.6882327019820935,-0.5426214582841957,0,Paycon
SC,Blake2b,PoW,33098296530.0,0.0,0.36692700533864775,-2.0628042660090555,0.37805634643541897,2,Siacoin
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000.0,-0.2990059721983544,0.7568276872775801,-0.3598776675712359,0,Emercoin
EGC,X15,PoW/PoS,13530556.4180753,26298000.0,-0.23907959893158023,1.8746381150497466,-0.5867189285862551,0,EverGreenCoin
MND,X11,PoW,15867695.0,16000000.0,-0.22733794106876634,-0.9178031358622303,0.12273595698812392,2,MindCoin
I0C,SHA-256,PoW,20997476.8650231,21000000.0,-0.14128323986135607,-1.2958747881297854,0.1360806742908556,2,I0coin
DCR,BLAKE256,PoW/PoS,10365046.9281661,21000000.0,-0.06475497275894825,0.7602799431054189,-0.3981177812627184,0,Decred
RVR,Scrypt,PoW,210000000.0,210000000.0,-0.16471458600328562,-1.1584070831196709,0.01631246887139098,2,Revolution VR
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100.0,-0.15677220717246607,-2.0262751116389146,0.34037522270805637,2,HOdlcoin
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000.0,-0.3064186509315465,0.7572582821660663,-0.3597227370236818,0,EDRCoin
HTC,X11,PoW/PoS,10996318099.0,26550000000.0,-0.07007370481491412,1.128074204253858,-0.3826189582497968,0,Hitcoin
GAME,Scrypt,PoW,69836100.0,84000000.0,-0.16731984866297636,-1.158411828265527,0.016405194099202713,2,Gamecredits
DBIC,SHA-256,PoW/PoS,5129014.0,10500000.0,-0.3064823290010222,0.7572642024173516,-0.35972195078415414,0,DubaiCoin
DIEM,SHA-256,PoW,21739971929.0,21626280000.0,0.2771622836011005,-1.2960931240036142,0.12142799272002658,2,CarpeDiemCoin
PWR,NIST5,PoW/PoS,10069449031.9252,0.0,-0.23180744170223838,1.455018525260547,-0.5173034826558347,0,PWR Coin
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000.0,-0.3332915334029609,0.8947215502876799,-0.479368902061042,0,BillaryCoin
GPU,Scrypt,PoS,40477042.0,221052632.0,-0.2901872974773451,0.823560615135381,-0.27124672713236503,0,GPU Coin
ADZ,X11,PoW,45110324.0,84000000.0,-0.22649876779949601,-0.9178212599831993,0.12271090859823384,2,Adzcoin
SOIL,Dagger,PoW,5702048.0,30000000.0,-0.1528633503827195,-2.1812737755286506,0.43540992192944333,2,SoilCoin
YOC,Scrypt,PoW,636462.55983338,168351300.0,-0.16756736248899656,-1.1584813291214024,0.01643093541538233,2,YoCoin
SIB,X11GOST,PoW,17263355.0,24000000.0,-0.13688425113540734,-2.289068345077715,0.4238651377504745,2,SibCoin
ERC,X11,PoW/PoS,10407269.7881868,384000000.0,-0.3897273002955306,1.1351670522665338,-0.37312402328001326,0,EuropeCoin
ZEIT,Scrypt,PoS,36971236046.8073,99000000000.0,0.8610475688762395,0.7947597317367868,-0.30464441185426644,0,ZeitCoin
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000.0,-0.30628243603751815,0.7572503492692375,-0.35972557903601754,0,SwingCoin
SAFEX,Scrypt,PoC,2147483647.0,2147483647.0,-0.08188482357097963,0.40730009196695466,-0.3576225802269809,0,SafeExchangeCoin
NEBU,PoS,PoS,20000000.0,20000000.0,-0.36128944891684184,1.7435373141278774,-0.16342154606717665,0,Nebuchadnezzar
FRN,Scrypt,PoW,6570807.65677618,20000000.0,-0.168546294784921,-1.1584107038459432,0.016448021686768028,2,Francs
BOLI,X11,PoW,13654082.4987998,25000000.0,-0.22730119597240606,-0.9178082467752172,0.1227359188450885,2,BolivarCoin
XRA,X11,PoW/PoS,134554941.15119,75000000.0,-0.3904007161656164,1.1353639900974029,-0.37314864775218776,0,Ratecoin
REV,SHA-256,PoW/PoS,1195525.0,222725000.0,-0.3050262550271347,0.7571651998915873,-0.3597488476920648,0,Revenu
CKC,SHA-256,PoW/PoS,16662820.0,525000000.0,-0.30269495883796527,0.7570335818139107,-0.35979850644754935,0,Clockcoin
VIP,NIST5,PoW/PoS,83450403.0,90000000.0,-0.3531590150066925,1.4505256855794544,-0.5119368954864831,0,VIP Tokens
BSD,X11,PoW/PoS,24387724.5010828,139000000.0,-0.39129292992709913,1.1352855522390324,-0.3730980570665112,0,BitSend
OMNI,Scrypt,PoW,616448.0,616448.0,-0.16875641271666542,-1.1584044759716667,0.016453879105596713,2,Omni
LIR,POS 3.0,PoS,38589808.6658096,33500000.0,-0.34766325277193544,1.7028481215750961,-0.22156858496800055,0,Let it Ride
PUT,Scrypt,PoW/PoS,813092338.575672,2000000000.0,-0.30959153781524534,0.8941827771486041,-0.4800697218558306,0,PutinCoin
IBANK,Scrypt,PoW/PoS,4526324.0,44333333.0,-0.3333296314033382,0.8947184873385834,-0.47936681203809245,0,iBankCoin
FRWC,Scrypt,PoW/PoS,100000000.0,100000000.0,-0.3317687878659799,0.8947355395307393,-0.47942584911511765,0,Frankywillcoin
MUDRA,X13,PoS,5000000.0,200000000.0,-0.22621258934299568,1.617063004152097,-0.3344686371383813,0,MudraCoin
PIZZA,X11,PoW,1377917.0,25000000.0,-0.22745116220143421,-0.9178137192934627,0.12274253132039425,2,PizzaCoin
